,Query,Subject,% alignment,length,# of mismatches,# of gaps,qstart,qend,sstart,send,E-value,bitscore,Subject_Loc,Query_Loc
2833,lcl|NZ_CP012004.1_cds_WP_001292274.1_2622,lcl|CP000521.1_cds_ABO11463.1_1079,99.848,657,0,1,100,755,1,657,0.0,1206.0,A1S_1031,ACX60_RS13225
2834,lcl|NZ_CP012004.1_cds_WP_000702193.1_2623,lcl|CP000521.1_cds_ABO11461.2_1077,100.0,480,0,0,1,480,1,480,0.0,887.0,A1S_1029,ACX60_RS13230
2835,lcl|NZ_CP012004.1_cds_WP_000423001.1_2624,lcl|CP000521.1_cds_ABO11460.2_1076,100.0,777,0,0,1,777,1,777,0.0,1435.0,A1S_1028,ACX60_RS13235
2836,lcl|NZ_CP012004.1_cds_WP_000696025.1_2625,lcl|CP000521.1_cds_ABO11459.2_1075,100.0,1110,0,0,1,1110,1,1110,0.0,2050.0,A1S_1027,ACX60_RS13240
2837,lcl|NZ_CP012004.1_cds_WP_000972056.1_2626,lcl|CP000521.1_cds_ABO11458.2_1074,100.0,1344,0,0,61,1404,1,1344,0.0,2483.0,A1S_1026,ACX60_RS13245
2838,lcl|NZ_CP012004.1_cds_WP_001069886.1_2627,lcl|CP000521.1_cds_ABO11457.2_1073,100.0,792,0,0,1,792,1,792,0.0,1463.0,A1S_1025,ACX60_RS13250
2839,lcl|NZ_CP012004.1_cds_WP_000279329.1_2628,lcl|CP000521.1_cds_ABO11456.2_1072,100.0,693,0,0,1,693,1,693,0.0,1280.0,A1S_1024,ACX60_RS13255
2840,lcl|NZ_CP012004.1_cds_WP_000691574.1_2629,lcl|CP000521.1_cds_ABS90015.1_1071,100.0,138,0,0,1,138,16,153,3.45e-69,255.0,A1S_3590,ACX60_RS19760
2841,lcl|NZ_CP012004.1_cds_WP_001220244.1_2630,lcl|CP000521.1_cds_ABO11455.2_1070,100.0,654,0,0,1,654,1,654,0.0,1208.0,A1S_1023,ACX60_RS13260
2842,lcl|NZ_CP012004.1_cds_WP_000895449.1_2631,lcl|CP000521.1_cds_ABO11454.2_1069,100.0,1314,0,0,1,1314,1,1314,0.0,2427.0,A1S_1022,ACX60_RS13265
2843,lcl|NZ_CP012004.1_cds_WP_001227325.1_2632,lcl|CP000521.1_cds_ABO11453.2_1068,100.0,519,0,0,1,519,1,519,0.0,959.0,A1S_1021,ACX60_RS13270
2844,lcl|NZ_CP012004.1_cds_WP_000809155.1_2633,lcl|CP000521.1_cds_ABO11452.2_1067,100.0,2019,0,0,1,2019,1,2019,0.0,3729.0,A1S_1020,ACX60_RS13275
2845,lcl|NZ_CP012004.1_cds_WP_000795842.1_2634,lcl|CP000521.1_cds_ABO11451.2_1066,100.0,552,0,0,1,552,1,552,0.0,1020.0,A1S_1019,ACX60_RS13280
2846,lcl|NZ_CP012004.1_cds_WP_001009287.1_2635,lcl|CP000521.1_cds_ABO11450.2_1065,100.0,570,0,0,1,570,1,570,0.0,1053.0,A1S_1018,ACX60_RS13285
2847,lcl|NZ_CP012004.1_cds_WP_000140200.1_2636,lcl|CP000521.1_cds_ABO11449.2_1064,99.829,585,0,1,32,615,1,585,0.0,1074.0,A1S_1017,ACX60_RS13290
2848,lcl|NZ_CP012004.1_cds_WP_000140200.1_2636,lcl|CP000521.1_cds_ABS90014.1_1063,98.958,96,0,1,1,95,1,96,6.44e-43,171.0,A1S_3589,ACX60_RS13290
2849,lcl|NZ_CP012004.1_cds_WP_000103638.1_2637,lcl|CP000521.1_cds_ABO11448.2_1062,99.55,667,1,2,1,666,1,666,0.0,1214.0,A1S_1016,ACX60_RS13295
2850,lcl|NZ_CP012004.1_cds_WP_000708726.1_2638,lcl|CP000521.1_cds_ABO11447.2_1061,100.0,483,0,0,1,483,1,483,0.0,893.0,A1S_1015,ACX60_RS13300
2851,lcl|NZ_CP012004.1_cds_WP_000784160.1_2639,lcl|CP000521.1_cds_ABO11446.2_1060,100.0,1701,0,0,1,1701,1,1701,0.0,3142.0,A1S_1014,ACX60_RS13305
2852,lcl|NZ_CP012004.1_cds_WP_005135694.1_2640,lcl|CP000521.1_cds_ABS90013.2_1059,100.0,459,0,0,1,459,7,465,0.0,848.0,A1S_3588,ACX60_RS13310
2853,lcl|NZ_CP012004.1_cds_WP_000612143.1_2641,lcl|CP000521.1_cds_ABO11445.2_1058,100.0,321,0,0,1,321,1,321,1.6299999999999998e-170,593.0,A1S_1013,ACX60_RS13315
2854,lcl|NZ_CP012004.1_cds_WP_000422460.1_2642,lcl|CP000521.1_cds_ABO11444.2_1057,100.0,303,0,0,1,303,1,303,1.5600000000000002e-160,560.0,A1S_1012,ACX60_RS13320
2855,lcl|NZ_CP012004.1_cds_WP_001079965.1_2643,lcl|CP000521.1_cds_ABO11443.2_1056,100.0,738,0,0,139,876,1,738,0.0,1363.0,A1S_1011,ACX60_RS13325
2856,lcl|NZ_CP012004.1_cds_WP_000688341.1_2644,lcl|CP000521.1_cds_ABO11442.1_1055,100.0,324,0,0,1,324,1,324,3.5499999999999996e-172,599.0,A1S_1010,ACX60_RS13330
2857,lcl|NZ_CP012004.1_cds_WP_000749178.1_2645,lcl|CP000521.1_cds_ABO11441.2_1054,99.721,358,0,1,1,358,1,357,0.0,654.0,A1S_1009,ACX60_RS13335
2858,lcl|NZ_CP012004.1_cds_WP_000214787.1_2646,lcl|CP000521.1_cds_ABO11440.2_1053,100.0,1605,0,0,1,1605,1,1605,0.0,2964.0,A1S_1008,ACX60_RS13340
2859,lcl|NZ_CP012004.1_cds_WP_001047619.1_2647,lcl|CP000521.1_cds_ABO11438.1_1051,100.0,450,0,0,541,990,1,450,0.0,832.0,A1S_1006,ACX60_RS13345
2860,lcl|NZ_CP012004.1_cds_WP_001047619.1_2647,lcl|CP000521.1_cds_ABO11439.1_1052,99.694,327,0,1,109,434,1,327,4.0699999999999997e-171,597.0,A1S_1007,ACX60_RS13345
2861,lcl|NZ_CP012004.1_cds_WP_000051871.1_2648,lcl|CP000521.1_cds_ABO11437.2_1050,100.0,1326,0,0,1,1326,1,1326,0.0,2449.0,A1S_1005,ACX60_RS13350
2862,lcl|NZ_CP012004.1_cds_WP_000956803.1_2649,lcl|CP000521.1_cds_ABO11436.2_1049,100.0,1338,0,0,1,1338,1,1338,0.0,2471.0,A1S_1004,ACX60_RS13355
2863,lcl|NZ_CP012004.1_cds_WP_000462909.1_2650,lcl|CP000521.1_cds_ABO11435.2_1048,99.793,484,0,1,1,484,1,483,0.0,887.0,A1S_1003,ACX60_RS13360
2864,lcl|NZ_CP012004.1_cds_WP_001092989.1_2651,lcl|CP000521.1_cds_ABO11434.1_1047,100.0,549,0,0,1,549,1,549,0.0,1014.0,A1S_1002,ACX60_RS13365
2865,lcl|NZ_CP012004.1_cds_WP_000019502.1_2652,lcl|CP000521.1_cds_ABO11433.2_1046,100.0,1614,0,0,1,1614,1,1614,0.0,2981.0,A1S_1001,ACX60_RS13370
2866,lcl|NZ_CP012004.1_cds_WP_000140408.1_2653,lcl|CP000521.1_cds_ABO11432.2_1045,100.0,909,0,0,1,909,1,909,0.0,1679.0,A1S_1000,ACX60_RS13375
2867,lcl|NZ_CP012004.1_cds_WP_000479770.1_2655,lcl|CP000521.1_cds_ABO11431.1_1044,100.0,1443,0,0,1,1443,1,1443,0.0,2665.0,A1S_0999,ACX60_RS13380
2868,lcl|NZ_CP012004.1_cds_WP_002017216.1_2656,lcl|CP000521.1_cds_ABO11430.2_1043,100.0,1530,0,0,1,1530,1,1530,0.0,2826.0,A1S_0998,ACX60_RS13385
2869,lcl|NZ_CP012004.1_cds_WP_000697207.1_2657,lcl|CP000521.1_cds_ABO11429.2_1042,100.0,489,0,0,1,489,1,489,0.0,904.0,A1S_0997,ACX60_RS13390
2870,lcl|NZ_CP012004.1_cds_WP_000449050.1_2658,lcl|CP000521.1_cds_ABO11428.2_1041,100.0,438,0,0,1,438,1,438,0.0,809.0,A1S_0996,ACX60_RS13395
2871,lcl|NZ_CP012004.1_cds_WP_000760495.1_2659,lcl|CP000521.1_cds_ABO11427.1_1040,100.0,165,0,0,1,165,1,165,4.15e-84,305.0,A1S_0995,ACX60_RS13400
2872,lcl|NZ_CP012004.1_cds_WP_000553407.1_2660,lcl|CP000521.1_cds_ABO11426.2_1039,100.0,1182,0,0,1,1182,1,1182,0.0,2183.0,A1S_0994,ACX60_RS13405
2873,lcl|NZ_CP012004.1_cds_WP_001083351.1_2661,lcl|CP000521.1_cds_ABO11425.2_1038,100.0,945,0,0,1,945,1,945,0.0,1746.0,A1S_0993,ACX60_RS13410
2874,lcl|NZ_CP012004.1_cds_WP_000729506.1_2662,lcl|CP000521.1_cds_ABO11424.2_1037,100.0,909,0,0,1,909,1,909,0.0,1679.0,A1S_0992,ACX60_RS13415
2875,lcl|NZ_CP012004.1_cds_WP_001161243.1_2663,lcl|CP000521.1_cds_ABO11423.2_1036,100.0,591,0,0,1,591,1,591,0.0,1092.0,A1S_0991,ACX60_RS13420
2876,lcl|NZ_CP012004.1_cds_WP_001090300.1_2665,lcl|CP000521.1_cds_ABO11422.2_1035,99.856,2082,0,3,1,2079,1,2082,0.0,3825.0,A1S_0990,ACX60_RS13425
2877,lcl|NZ_CP012004.1_cds_WP_000642927.1_2666,lcl|CP000521.1_cds_ABO11421.2_1034,100.0,678,0,0,1,678,1,678,0.0,1253.0,A1S_0989,ACX60_RS13430
2878,lcl|NZ_CP012004.1_cds_WP_000194505.1_2667,lcl|CP000521.1_cds_ABO11420.2_1033,100.0,810,0,0,1,810,1,810,0.0,1496.0,A1S_0988,ACX60_RS13435
2879,lcl|NZ_CP012004.1_cds_WP_001245182.1_2668,lcl|CP000521.1_cds_ABO11419.2_1032,100.0,2460,0,0,1,2460,1,2460,0.0,4543.0,A1S_0987,ACX60_RS13440
2880,lcl|NZ_CP012004.1_cds_WP_001136094.1_2669,lcl|CP000521.1_cds_ABO11418.2_1031,100.0,693,0,0,1,693,1,693,0.0,1280.0,A1S_0986,ACX60_RS13445
2881,lcl|NZ_CP012004.1_cds_WP_031993450.1_2670,lcl|CP000521.1_cds_ABO11417.2_1030,100.0,561,0,0,64,624,1,561,0.0,1037.0,A1S_0985,ACX60_RS13450
2882,lcl|NZ_CP012004.1_cds_WP_001141695.1_2671,lcl|CP000521.1_cds_ABO11416.2_1029,100.0,615,0,0,1,615,1,615,0.0,1136.0,A1S_0984,ACX60_RS13455
2883,lcl|NZ_CP012004.1_cds_WP_000197540.1_2672,lcl|CP000521.1_cds_ABO11415.2_1027,100.0,1026,0,0,1,1026,1,1026,0.0,1895.0,A1S_0983,ACX60_RS13460
2884,lcl|NZ_CP012004.1_cds_WP_000197540.1_2672,lcl|CP000521.1_cds_ABS90012.1_1028,100.0,86,0,0,1,86,86,1,2.36e-39,159.0,A1S_3587,ACX60_RS13460
2885,lcl|NZ_CP012004.1_cds_WP_005135699.1_2673,lcl|CP000521.1_cds_ABO11414.2_1026,100.0,930,0,0,79,1008,1,930,0.0,1718.0,A1S_0982,ACX60_RS13465
2886,lcl|NZ_CP012004.1_cds_WP_005135700.1_2674,lcl|CP000521.1_cds_ABO11412.1_1024,99.937,1588,0,1,52,1639,1,1587,0.0,2926.0,A1S_0980,ACX60_RS13470
2887,lcl|NZ_CP012004.1_cds_WP_005135700.1_2674,lcl|CP000521.1_cds_ABO11413.1_1025,100.0,519,0,0,1747,2265,1,519,0.0,959.0,A1S_0981,ACX60_RS13470
2888,lcl|NZ_CP012004.1_cds_WP_000102721.1_2675,lcl|CP000521.1_cds_ABO11411.2_1023,100.0,639,0,0,1,639,1,639,0.0,1181.0,A1S_0979,ACX60_RS13475
2889,lcl|NZ_CP012004.1_cds_WP_000902942.1_2676,lcl|CP000521.1_cds_ABO11410.2_1022,100.0,618,0,0,1,618,1,618,0.0,1142.0,A1S_0978,ACX60_RS13480
2890,lcl|NZ_CP012004.1_cds_WP_000875359.1_2677,lcl|CP000521.1_cds_ABO11409.2_1020,100.0,1677,0,0,1,1677,1,1677,0.0,3097.0,A1S_0977,ACX60_RS13485
2891,lcl|NZ_CP012004.1_cds_WP_000769052.1_2678,lcl|CP000521.1_cds_ABO11408.2_1019,100.0,1008,0,0,1,1008,1,1008,0.0,1862.0,A1S_0976,ACX60_RS13490
2892,lcl|NZ_CP012004.1_cds_WP_000854552.1_2679,lcl|CP000521.1_cds_ABS90010.1_1018,100.0,165,0,0,1,165,1,165,4.15e-84,305.0,A1S_3585,ACX60_RS19590
2893,lcl|NZ_CP012004.1_cds_WP_000098357.1_2680,lcl|CP000521.1_cds_ABO11407.1_1017,100.0,1206,0,0,91,1296,1,1206,0.0,2228.0,A1S_0975,ACX60_RS13500
2894,lcl|NZ_CP012004.1_cds_WP_000098357.1_2680,lcl|CP000521.1_cds_ABO11406.1_1016,99.63,270,0,1,1280,1548,1,270,3.11e-139,492.0,A1S_0974,ACX60_RS13500
2895,lcl|NZ_CP012004.1_cds_WP_000859906.1_2681,lcl|CP000521.1_cds_ABO11405.2_1015,100.0,1335,0,0,1,1335,1,1335,0.0,2466.0,A1S_0973,ACX60_RS13505
2896,lcl|NZ_CP012004.1_cds_WP_001087641.1_2682,lcl|CP000521.1_cds_ABO11404.1_1014,100.0,1536,0,0,97,1632,1,1536,0.0,2837.0,A1S_0972,ACX60_RS13510
2897,lcl|NZ_CP012004.1_cds_WP_000105325.1_2683,lcl|CP000521.1_cds_ABO11403.2_1013,100.0,3687,0,0,1,3687,1,3687,0.0,6809.0,A1S_0971,ACX60_RS13515
2898,lcl|NZ_CP012004.1_cds_WP_000080234.1_2684,lcl|CP000521.1_cds_ABO11402.2_1012,100.0,1005,0,0,1,1005,1,1005,0.0,1857.0,A1S_0970,ACX60_RS13520
2899,lcl|NZ_CP012004.1_cds_WP_000935659.1_2685,lcl|CP000521.1_cds_ABO11401.2_1011,100.0,846,0,0,1,846,1,846,0.0,1563.0,A1S_0969,ACX60_RS13525
2900,lcl|NZ_CP012004.1_cds_WP_000381869.1_2686,lcl|CP000521.1_cds_ABO11400.2_1010,100.0,1302,0,0,1,1302,1,1302,0.0,2405.0,A1S_0968,ACX60_RS13530
2901,lcl|NZ_CP012004.1_cds_WP_000926499.1_2687,lcl|CP000521.1_cds_ABO11399.1_1009,100.0,750,0,0,1,750,1,750,0.0,1386.0,A1S_0967,ACX60_RS13535
2902,lcl|NZ_CP012004.1_cds_WP_085941188.1_2688,lcl|CP000521.1_cds_ABO11398.2_1008,100.0,876,0,0,1,876,31,906,0.0,1618.0,A1S_0966,ACX60_RS13540
2903,lcl|NZ_CP012004.1_cds_WP_001016331.1_2689,lcl|CP000521.1_cds_ABS90008.1_1006,99.642,279,0,1,1,278,1,279,8.65e-145,508.0,A1S_3583,ACX60_RS13545
2904,lcl|NZ_CP012004.1_cds_WP_001016331.1_2689,lcl|CP000521.1_cds_ABS90009.1_1007,99.479,192,0,1,257,447,1,192,2e-96,348.0,A1S_3584,ACX60_RS13545
2905,lcl|NZ_CP012004.1_cds_WP_000737519.1_2690,lcl|CP000521.1_cds_ABO11397.2_1005,100.0,1146,0,0,1,1146,1,1146,0.0,2117.0,A1S_0965,ACX60_RS13550
2906,lcl|NZ_CP012004.1_cds_WP_000457393.1_2691,lcl|CP000521.1_cds_ABS90007.2_1004,100.0,1236,0,0,1,1236,1,1236,0.0,2283.0,A1S_3582,ACX60_RS13555
2907,lcl|NZ_CP012004.1_cds_WP_000204257.1_2692,lcl|CP000521.1_cds_ABO11396.2_1003,100.0,1221,0,0,1,1221,1,1221,0.0,2255.0,A1S_0964,ACX60_RS13560
2908,lcl|NZ_CP012004.1_cds_WP_001285124.1_2693,lcl|CP000521.1_cds_ABO11395.2_1002,100.0,789,0,0,1,789,1,789,0.0,1458.0,A1S_0963,ACX60_RS13565
2909,lcl|NZ_CP012004.1_cds_WP_001285124.1_2693,lcl|CP000521.1_cds_ABO11394.2_1001,100.0,34,0,0,756,789,1323,1290,1.46e-10,63.9,A1S_0962,ACX60_RS13565
2910,lcl|NZ_CP012004.1_cds_WP_000856715.1_2694,lcl|CP000521.1_cds_ABO11394.2_1001,100.0,1323,0,0,1,1323,1,1323,0.0,2444.0,A1S_0962,ACX60_RS13570
2911,lcl|NZ_CP012004.1_cds_WP_000856715.1_2694,lcl|CP000521.1_cds_ABO11395.2_1002,100.0,34,0,0,1290,1323,789,756,2.46e-10,63.9,A1S_0963,ACX60_RS13570
2912,lcl|NZ_CP012004.1_cds_WP_000117812.1_2695,lcl|CP000521.1_cds_ABO11393.2_1000,100.0,483,0,0,1,483,1,483,0.0,893.0,A1S_0961,ACX60_RS13575
2913,lcl|NZ_CP012004.1_cds_WP_000371873.1_2696,lcl|CP000521.1_cds_ABO11392.2_999,99.923,1299,0,1,1,1299,1,1298,0.0,2392.0,A1S_0960,ACX60_RS13580
2914,lcl|NZ_CP012004.1_cds_WP_000753766.1_2697,lcl|CP000521.1_cds_ABO11391.2_998,100.0,1197,0,0,1,1197,1,1197,0.0,2211.0,A1S_0959,ACX60_RS13585
2915,lcl|NZ_CP012004.1_cds_WP_000140232.1_2698,lcl|CP000521.1_cds_ABO11390.2_997,100.0,1641,0,0,1,1641,1,1641,0.0,3031.0,A1S_0958,ACX60_RS13590
2916,lcl|NZ_CP012004.1_cds_WP_001040549.1_2699,lcl|CP000521.1_cds_ABO11389.2_996,100.0,1467,0,0,1,1467,1,1467,0.0,2710.0,A1S_0957,ACX60_RS13595
2917,lcl|NZ_CP012004.1_cds_WP_000735778.1_2700,lcl|CP000521.1_cds_ABO11388.2_995,100.0,792,0,0,1,792,1,792,0.0,1463.0,A1S_0956,ACX60_RS13600
2918,lcl|NZ_CP012004.1_cds_WP_000009977.1_2701,lcl|CP000521.1_cds_ABO11387.2_994,100.0,795,0,0,1,795,1,795,0.0,1469.0,A1S_0955,ACX60_RS13605
2919,lcl|NZ_CP012004.1_cds_WP_000988617.1_2702,lcl|CP000521.1_cds_ABO11386.2_993,100.0,825,0,0,1,825,1,825,0.0,1524.0,A1S_0954,ACX60_RS13610
2920,lcl|NZ_CP012004.1_cds_WP_000211626.1_2703,lcl|CP000521.1_cds_ABO11385.2_992,100.0,522,0,0,1,522,1,522,0.0,965.0,A1S_0953,ACX60_RS13615
2921,lcl|NZ_CP012004.1_cds_WP_000064049.1_2704,lcl|CP000521.1_cds_ABO11384.2_991,99.918,1213,0,1,1,1213,1,1212,0.0,2233.0,A1S_0952,ACX60_RS13620
2922,lcl|NZ_CP012004.1_cds_WP_000411870.1_2705,lcl|CP000521.1_cds_ABO11383.1_990,100.0,633,0,0,580,1212,1,633,0.0,1170.0,A1S_0951,ACX60_RS13625
2923,lcl|NZ_CP012004.1_cds_WP_000411870.1_2705,lcl|CP000521.1_cds_ABO11382.1_989,99.711,346,0,1,76,421,1,345,0.0,632.0,A1S_0950,ACX60_RS13625
2924,lcl|NZ_CP012004.1_cds_WP_000627791.1_2706,lcl|CP000521.1_cds_ABO11381.2_988,100.0,930,0,0,1,930,1,930,0.0,1718.0,A1S_0949,ACX60_RS13630
2925,lcl|NZ_CP012004.1_cds_WP_000024367.1_2707,lcl|CP000521.1_cds_ABO11380.2_987,100.0,765,0,0,1,765,1,765,0.0,1413.0,A1S_0948,ACX60_RS13635
2926,lcl|NZ_CP012004.1_cds_WP_000991783.1_2708,lcl|CP000521.1_cds_ABO11379.2_986,100.0,1068,0,0,1,1068,1,1068,0.0,1973.0,A1S_0947,ACX60_RS13640
2927,lcl|NZ_CP012004.1_cds_WP_000847096.1_2709,lcl|CP000521.1_cds_ABO11378.2_985,100.0,300,0,0,1,300,1,300,7.17e-159,555.0,A1S_0946,ACX60_RS13645
2928,lcl|NZ_CP012004.1_cds_WP_000118514.1_2710,lcl|CP000521.1_cds_ABO11377.2_984,100.0,306,0,0,1,306,1,306,3.39e-162,566.0,A1S_0945,ACX60_RS13650
2929,lcl|NZ_CP012004.1_cds_WP_000051057.1_2711,lcl|CP000521.1_cds_ABO11376.2_983,99.875,801,0,1,14,813,1,801,0.0,1472.0,A1S_0944,ACX60_RS13655
2930,lcl|NZ_CP012004.1_cds_WP_000927114.1_2712,lcl|CP000521.1_cds_ABO11375.1_982,100.0,300,0,0,1,300,1,300,7.17e-159,555.0,A1S_0943,ACX60_RS13660
2931,lcl|NZ_CP012004.1_cds_WP_000074694.1_2713,lcl|CP000521.1_cds_ABO11374.2_981,100.0,582,0,0,1,582,1,582,0.0,1075.0,A1S_0942,ACX60_RS13665
2932,lcl|NZ_CP012004.1_cds_WP_000070469.1_2714,lcl|CP000521.1_cds_ABO11373.2_980,100.0,789,0,0,1,789,1,789,0.0,1458.0,A1S_0941,ACX60_RS13670
2933,lcl|NZ_CP012004.1_cds_WP_000856365.1_2715,lcl|CP000521.1_cds_ABO11372.2_979,100.0,420,0,0,1,420,1,420,0.0,776.0,A1S_0940,ACX60_RS13675
2934,lcl|NZ_CP012004.1_cds_WP_000151613.1_2716,lcl|CP000521.1_cds_ABO11371.2_978,100.0,1260,0,0,1,1260,1,1260,0.0,2327.0,A1S_0939,ACX60_RS13680
2935,lcl|NZ_CP012004.1_cds_WP_000151613.1_2716,lcl|CP000521.1_cds_ABS90006.1_977,100.0,30,0,0,1,30,30,1,3.92e-08,56.5,A1S_3581,ACX60_RS13680
2936,lcl|NZ_CP012004.1_cds_WP_000632819.1_2717,lcl|CP000521.1_cds_ABO11370.2_976,100.0,1995,0,0,1,1995,1,1995,0.0,3685.0,A1S_0938,ACX60_RS13685
2937,lcl|NZ_CP012004.1_cds_WP_000632819.1_2717,lcl|CP000521.1_cds_ABS90006.1_977,100.0,71,0,0,1925,1995,114,44,1.01e-30,132.0,A1S_3581,ACX60_RS13685
2938,lcl|NZ_CP012004.1_cds_WP_000627259.1_2718,lcl|CP000521.1_cds_ABO11369.1_975,100.0,342,0,0,1,342,1,342,0.0,632.0,A1S_0937,ACX60_RS13690
2939,lcl|NZ_CP012004.1_cds_WP_001185269.1_2719,lcl|CP000521.1_cds_ABO11368.2_974,100.0,531,0,0,1,531,1,531,0.0,981.0,A1S_0936,ACX60_RS13695
2940,lcl|NZ_CP012004.1_cds_WP_000267733.1_2720,lcl|CP000521.1_cds_ABO11367.2_973,100.0,1263,0,0,1,1263,1,1263,0.0,2333.0,A1S_0935,ACX60_RS13700
2941,lcl|NZ_CP012004.1_cds_WP_000766454.1_2721,lcl|CP000521.1_cds_ABO11366.2_972,100.0,999,0,0,1,999,1,999,0.0,1845.0,A1S_0934,ACX60_RS13705
2942,lcl|NZ_CP012004.1_cds_WP_000761577.1_2722,lcl|CP000521.1_cds_ABS90005.1_971,100.0,201,0,0,1,201,1,201,5.0399999999999993e-104,372.0,A1S_3580,ACX60_RS13710
2943,lcl|NZ_CP012004.1_cds_WP_001142469.1_2723,lcl|CP000521.1_cds_ABO11365.2_970,100.0,516,0,0,1,516,1,516,0.0,953.0,A1S_0933,ACX60_RS13715
2944,lcl|NZ_CP012004.1_cds_WP_000254582.1_2724,lcl|CP000521.1_cds_ABO11364.2_969,100.0,615,0,0,1,615,1,615,0.0,1136.0,A1S_0932,ACX60_RS13720
2945,lcl|NZ_CP012004.1_cds_WP_000179784.1_2725,lcl|CP000521.1_cds_ABO11362.1_967,99.926,1345,0,1,223,1567,1,1344,0.0,2477.0,A1S_0930,ACX60_RS13725
2946,lcl|NZ_CP012004.1_cds_WP_000179784.1_2725,lcl|CP000521.1_cds_ABO11363.1_968,100.0,438,0,0,1630,2067,1,438,0.0,809.0,A1S_0931,ACX60_RS13725
2947,lcl|NZ_CP012004.1_cds_WP_000179784.1_2725,lcl|CP000521.1_cds_ABO11361.2_966,100.0,28,0,0,322,349,301,328,8.39e-07,52.8,A1S_0929,ACX60_RS13725
2948,lcl|NZ_CP012004.1_cds_WP_000243372.1_2726,lcl|CP000521.1_cds_ABO11361.2_966,100.0,1623,0,0,1,1623,1,1623,0.0,2998.0,A1S_0929,ACX60_RS13730
2949,lcl|NZ_CP012004.1_cds_WP_000243372.1_2726,lcl|CP000521.1_cds_ABO11362.1_967,100.0,28,0,0,301,328,100,127,6.56e-07,52.8,A1S_0930,ACX60_RS13730
2950,lcl|NZ_CP012004.1_cds_WP_000166965.1_2727,lcl|CP000521.1_cds_ABO11360.2_965,100.0,624,0,0,1,624,1,624,0.0,1153.0,A1S_0928,ACX60_RS13735
2951,lcl|NZ_CP012004.1_cds_WP_001286300.1_2728,lcl|CP000521.1_cds_ABO11359.2_964,100.0,1473,0,0,1,1473,1,1473,0.0,2721.0,A1S_0927,ACX60_RS13740
2952,lcl|NZ_CP012004.1_cds_WP_001021934.1_2729,lcl|CP000521.1_cds_ABO11356.1_961,100.0,807,0,0,853,1659,1,807,0.0,1491.0,A1S_0924,ACX60_RS13745
2953,lcl|NZ_CP012004.1_cds_WP_001021934.1_2729,lcl|CP000521.1_cds_ABO11358.1_963,99.799,498,0,1,1,497,1,498,0.0,913.0,A1S_0926,ACX60_RS13745
2954,lcl|NZ_CP012004.1_cds_WP_001021934.1_2729,lcl|CP000521.1_cds_ABO11357.1_962,100.0,252,0,0,490,741,1,252,2.0199999999999999e-131,466.0,A1S_0925,ACX60_RS13745
2955,lcl|NZ_CP012004.1_cds_WP_000714073.1_2730,lcl|CP000521.1_cds_ABO11355.2_960,100.0,1641,0,0,1,1641,1,1641,0.0,3031.0,A1S_0923,ACX60_RS13750
2956,lcl|NZ_CP012004.1_cds_WP_000188097.1_2731,lcl|CP000521.1_cds_ABS90004.2_959,100.0,375,0,0,97,471,1,375,0.0,693.0,A1S_3579,ACX60_RS13755
2957,lcl|NZ_CP012004.1_cds_WP_000696107.1_2732,lcl|CP000521.1_cds_ABO11354.2_958,100.0,879,0,0,1,879,1,879,0.0,1624.0,A1S_0922,ACX60_RS13760
2958,lcl|NZ_CP012004.1_cds_WP_001271336.1_2733,lcl|CP000521.1_cds_ABO11353.2_957,100.0,1335,0,0,1,1335,1,1335,0.0,2466.0,A1S_0921,ACX60_RS13765
2959,lcl|NZ_CP012004.1_cds_WP_000167349.1_2734,lcl|CP000521.1_cds_ABO11352.1_956,100.0,1914,0,0,1,1914,1,1914,0.0,3535.0,A1S_0920,ACX60_RS13770
2960,lcl|NZ_CP012004.1_cds_2735,lcl|CP000521.1_cds_ABO11351.1_955,100.0,381,0,0,327,707,1,381,0.0,704.0,A1S_0919,ACX60_RS13775
2961,lcl|NZ_CP012004.1_cds_2735,lcl|CP000521.1_cds_ABO11350.1_954,100.0,174,0,0,1,174,1,174,1.9400000000000002e-88,322.0,A1S_0918,ACX60_RS13775
2962,lcl|NZ_CP012004.1_cds_WP_000061132.1_2736,lcl|CP000521.1_cds_ABS90003.1_953,100.0,96,0,0,179,274,96,1,1.6599999999999998e-45,178.0,A1S_3578,ACX60_RS13780
2963,lcl|NZ_CP012004.1_cds_WP_001105541.1_2737,lcl|CP000521.1_cds_ABO11349.2_952,100.0,891,0,0,1,891,1,891,0.0,1646.0,A1S_0917,ACX60_RS13785
2964,lcl|NZ_CP012004.1_cds_WP_000050871.1_2738,lcl|CP000521.1_cds_ABO11348.2_951,100.0,945,0,0,1,945,1,945,0.0,1746.0,A1S_0916,ACX60_RS13790
2965,lcl|NZ_CP012004.1_cds_WP_000182786.1_2739,lcl|CP000521.1_cds_ABO11347.2_950,100.0,1386,0,0,1,1386,1,1386,0.0,2560.0,A1S_0915,ACX60_RS13795
2966,lcl|NZ_CP012004.1_cds_WP_001046199.1_2740,lcl|CP000521.1_cds_ABS90002.2_949,100.0,1347,0,0,1,1347,1,1347,0.0,2488.0,A1S_3577,ACX60_RS13800
2967,lcl|NZ_CP012004.1_cds_WP_000675263.1_2741,lcl|CP000521.1_cds_ABS90001.1_948,100.0,285,0,0,1,285,1,285,1.48e-150,527.0,A1S_3576,ACX60_RS13805
